SetInfo,songName
"SET 1","It's Ice"
"SET 1","Acoustic Army"
"SET 1","Prince Caspian"
"SET 1","Good Times Bad Times"
"SET 2","Also Sprach Zarathustra"
"SET 2",Tweezer
"SET 2",Kung
"SET 2",Tweezer
"SET 2","Love You"
"SET 2","Hold Your Head Up"
"SET 2","The Squirming Coil"
"SET 2","Tweezer Reprise"
"SET 2","Run Like an Antelope"
ENCORE,"Come Together"
ENCORE,"A Day in the Life"
"SET 1",Maze
"SET 1","Theme From the Bottom"
"SET 1",NICU
"SET 1","The Sloth"
"SET 1",Rift
"SET 1","Bouncing Around the Room"
"SET 1",Free
"SET 1","Billy Breathes"
"SET 1","Dog Faced Boy"
"SET 1","Chalk Dust Torture"
"SET 2","Timber (Jerry The Mule)"
"SET 2",Wilson
"SET 2",Gumbo
"SET 2","You Enjoy Myself"
"SET 2","Lawn Boy"
"SET 2","Slave to the Traffic Light"
"SET 2",Crossroads
"SET 2","Sweet Adeline"
ENCORE,"Loving Cup"
"SET 1","My Friend, My Friend"
"SET 1","Ha Ha Ha"
"SET 1",Stash
"SET 1","Prince Caspian"
"SET 1",Reba
"SET 1","Dog Log"
"SET 1",Llama
"SET 1","Dog Log"
"SET 1",Tube
"SET 1","McGrupp and the Watchful Hosemasters"
"SET 1",Julius
"SET 1",Cavern
"SET 2","The Curtain"
"SET 2","David Bowie"
"SET 2","The Mango Song"
"SET 2","Taste That Surrounds"
"SET 2","Scent of a Mule"
"SET 2","Harry Hood"
"SET 2","Suspicious Minds"
"SET 2","Hold Your Head Up"
"SET 2","Funky Bitch"
ENCORE,"While My Guitar Gently Weeps"
"SET 1","Ya Mar"
"SET 1","Sample in a Jar"
"SET 1","Divided Sky"
"SET 1",Lifeboy
"SET 1","Punch You in the Eye"
"SET 1","The Horse"
"SET 1","Silent in the Morning"
"SET 1","Run Like an Antelope"
"SET 1","I'm Blue, I'm Lonesome"
"SET 1","The Squirming Coil"
"SET 2",Free
"SET 2",Sparkle
"SET 2","Down with Disease"
"SET 2","The Lizards"
"SET 2",Simple
"SET 2","Runaway Jim"
ENCORE,Fire
"SET 1","Suzy Greenberg"
"SET 1",Llama
"SET 1",Horn
"SET 1",Foam
"SET 1","Makisupa Policeman"
"SET 1","Split Open and Melt"
"SET 1",Tela
"SET 1","Taste That Surrounds"
"SET 1","My Sweet One"
"SET 1",Frankenstein
"SET 2","The Curtain"
"SET 2",Tweezer
"SET 2","Timber (Jerry The Mule)"
"SET 2",Tweezer
"SET 2","Keyboard Army"
"SET 2","Halley's Comet"
"SET 2",NICU
"SET 2","Slave to the Traffic Light"
ENCORE,"Bold As Love"
"SET 1","Chalk Dust Torture"
"SET 1","Harry Hood"
"SET 1",Wilson
"SET 1",Maze
"SET 1","Ha Ha Ha"
"SET 1","Suspicious Minds"
"SET 1","Hold Your Head Up"
"SET 1","Cars Trucks Buses"
"SET 1","Bouncing Around the Room"
"SET 1",Free
"SET 1",Possum
"SET 2","Tweezer Reprise"
"SET 2","Runaway Jim"
"SET 2","It's Ice"
"SET 2","Bathtub Gin"
"SET 2","Rotation Jam"
"SET 2",Mallory
"SET 2","Also Sprach Zarathustra"
"SET 2","David Bowie"
"SET 2","Sweet Adeline"
ENCORE,"Good Times Bad Times"
ENCORE,"Tweezer Reprise"
"SET 1","Buried Alive"
"SET 1","AC/DC Bag"
"SET 1","Taste That Surrounds"
"SET 1","Ya Mar"
"SET 1","The Sloth"
"SET 1","Divided Sky"
"SET 1","Dog Faced Boy"
"SET 1",Julius
"SET 1","Suzy Greenberg"
"SET 2","Sample in a Jar"
"SET 2",Reba
"SET 2","Scent of a Mule"
"SET 2",Cavern
"SET 2","Mike's Song"
"SET 2",Simple
"SET 2","Weekapaug Groove"
"SET 2","The Squirming Coil"
ENCORE,Fire
"SET 1","My Friend, My Friend"
"SET 1","Poor Heart"
"SET 1","A Day in the Life"
"SET 1","Run Like an Antelope"
"SET 1","The Mango Song"
"SET 1",Tube
"SET 1",Stash
"SET 1","The Lizards"
"SET 1","Chalk Dust Torture"
"SET 2","Bouncing Around the Room"
"SET 2",Maze
"SET 2",Free
"SET 2","Also Sprach Zarathustra"
"SET 2","Harry Hood"
"SET 2",Sparkle
"SET 2",Tweezer
"SET 2","Tweezer Reprise"
ENCORE,"Hello My Baby"
ENCORE,"Runaway Jim"
"SET 1","Split Open and Melt"
"SET 1",Gumbo
"SET 1","The Curtain"
"SET 1",Julius
"SET 1",Guyute
"SET 1",Horn
"SET 1",Rift
"SET 1","Fast Enough for You"
"SET 1",Possum
"SET 2","Timber (Jerry The Mule)"
"SET 2","Theme From the Bottom"
"SET 2",Wilson
"SET 2","Buried Alive"
"SET 2",Tweezer
"SET 2","I Didn't Know"
"SET 2","Uncle Pen"
"SET 2","Slave to the Traffic Light"
ENCORE,Fee
ENCORE,"Tweezer Reprise"
"SET 1","My Friend, My Friend"
"SET 1","Poor Heart"
"SET 1","Down with Disease"
"SET 1","Taste That Surrounds"
"SET 1",NICU
"SET 1",Stash
"SET 1",Fluffhead
"SET 1",Llama
"SET 1","Sweet Adeline"
"SET 2","Makisupa Policeman"
"SET 2","Cars Trucks Buses"
"SET 2","Bathtub Gin"
"SET 2","The Real Me"
"SET 2","Bathtub Gin"
"SET 2","McGrupp and the Watchful Hosemasters"
"SET 2","Big Black Furry Creature from Mars"
"SET 2",Jam
"SET 2","La Grange"
"SET 2","Bouncing Around the Room"
"SET 2",Fire
ENCORE,"Golgi Apparatus"
"SET 1","Prince Caspian"
"SET 1","Also Sprach Zarathustra"
"SET 1","Suzy Greenberg"
"SET 1","David Bowie"
"SET 1",Simple
"SET 1","It's Ice"
"SET 1",Kung
"SET 1","It's Ice"
"SET 1","The Man Who Stepped Into Yesterday"
"SET 1","Avenu Malkenu"
"SET 1","The Man Who Stepped Into Yesterday"
"SET 1","Divided Sky"
"SET 1","Sample in a Jar"
"SET 2","Ya Mar"
"SET 2",Free
"SET 2","Harry Hood"
"SET 2","AC/DC Bag"
"SET 2",Lifeboy
"SET 2","Scent of a Mule"
"SET 2",Cavern
"SET 2","Run Like an Antelope"
ENCORE,"A Day in the Life"
"SET 1","Punch You in the Eye"
"SET 1","The Sloth"
"SET 1",Reba
"SET 1","The Squirming Coil"
"SET 1",Maze
"SET 1","Colonel Forbin's Ascent"
"SET 1","Fly Famous Mockingbird"
"SET 1",Shine
"SET 1","Fly Famous Mockingbird"
"SET 1",Sparkle
"SET 1","Chalk Dust Torture"
"SET 2",Drowned
"SET 2","The Lizards"
"SET 2","Axilla (Part II)"
"SET 2","Runaway Jim"
"SET 2","Strange Design"
"SET 2","Hello My Baby"
"SET 2","Mike's Song"
"SET 2","Digital Delay Loop Jam"
"SET 3","Auld Lang Syne"
"SET 3","Weekapaug Groove"
"SET 3","Sea and Sand"
"SET 3","You Enjoy Myself"
"SET 3",Sanity
"SET 3",Frankenstein
ENCORE,"Johnny B. Goode"
"SET 1","Ya Mar"
"SET 1","AC/DC Bag"
"SET 1",Sparkle
"SET 1",Stash
"SET 1","Cars Trucks Buses"
"SET 1","You Enjoy Myself"
"SET 1","Wolfman's Brother"
"SET 1","Scent of a Mule"
"SET 1","Also Sprach Zarathustra"
"SET 1","Harry Hood"
"SET 1","Sample in a Jar"
"SET 1","A Day in the Life"
"SET 1","David Bowie"
ENCORE,"Hello My Baby"
ENCORE,Cavern
"SET 1","Split Open and Melt"
"SET 1","Poor Heart"
"SET 1","Runaway Jim"
"SET 1","Funky Bitch"
"SET 1","Theme From the Bottom"
"SET 1","Big Black Furry Creature from Mars"
"SET 1","Scent of a Mule"
"SET 1","Highway to Hell"
"SET 2","AC/DC Bag"
"SET 2","You Enjoy Myself"
"SET 2","Chalk Dust Torture"
"SET 2",Sparkle
"SET 2",Stash
"SET 2",Waste
"SET 2","Character Zero"
"SET 2","David Bowie"
"SET 2",Fee
"SET 2","Sample in a Jar"
ENCORE,"Ya Mar"
ENCORE,Fire
"SET 1","Runaway Jim"
"SET 1",Stash
"SET 1",Sparkle
"SET 1",Taste
"SET 1",Llama
"SET 1","Funky Bitch"
"SET 1","Chalk Dust Torture"
"SET 1","AC/DC Bag"
"SET 1","You Enjoy Myself"
"SET 1","Scent of a Mule"
"SET 1","David Bowie"
ENCORE,"Sweet Adeline"
"SET 1","Also Sprach Zarathustra"
"SET 1",Reba
"SET 1","Poor Heart"
"SET 1","A Day in the Life"
"SET 1",Maze
"SET 1","Harry Hood"
"SET 1","Sample in a Jar"
"SET 1","Divided Sky"
"SET 1","Bouncing Around the Room"
"SET 1","The Curtain"
"SET 1",Tweezer
"SET 1","Sweet Adeline"
"SET 1","Uncle Pen"
"SET 1",Cavern
"SET 1","Run Like an Antelope"
"SET 1","Suzy Greenberg"
"SET 1","Theme From the Bottom"
"SET 1","Poor Heart"
"SET 1",Taste
"SET 1","Cars Trucks Buses"
"SET 1","Mike's Song"
"SET 1","Bouncing Around the Room"
"SET 1","Character Zero"
"SET 1","Chalk Dust Torture"
"SET 1","Ya Mar"
"SET 1","Split Open and Melt"
"SET 1",Waste
"SET 1","David Bowie"
"SET 1","Hello My Baby"
"SET 1","Good Times Bad Times"
"SET 1","Runaway Jim"
"SET 1",Cavern
"SET 1",Reba
"SET 1","I Didn't Know"
"SET 1",Sparkle
"SET 1",Stash
"SET 1","Scent of a Mule"
"SET 1","Sample in a Jar"
"SET 2","Harry Hood"
"SET 2","Bouncing Around the Room"
"SET 2","Also Sprach Zarathustra"
"SET 2",Maze
"SET 2","The Lizards"
"SET 2","Hold Your Head Up"
"SET 2",Terrapin
"SET 2","Hold Your Head Up"
"SET 2","You Enjoy Myself"
"SET 2","Hello My Baby"
ENCORE,"A Day in the Life"
"SET 1",Wilson
"SET 1","Divided Sky"
"SET 1",Horn
"SET 1","Split Open and Melt"
"SET 1","Ya Mar"
"SET 1","Funky Bitch"
"SET 1",Taste
"SET 1","Theme From the Bottom"
"SET 1",Tweezer
"SET 1",Llama
"SET 2","It's Ice"
"SET 2","Prince Caspian"
"SET 2","Mike's Song"
"SET 2","Run Like an Antelope"
"SET 2","Purple Rain"
"SET 2","Hold Your Head Up"
"SET 2",Jam
"SET 2",NICU
"SET 2","Slave to the Traffic Light"
"SET 2","Suzy Greenberg"
"SET 3","David Bowie"
"SET 3",Free
"SET 3","Hello My Baby"
ENCORE,"Bathtub Gin"
ENCORE,"Johnny B. Goode"
"SET 1","Sample in a Jar"
"SET 1","Runaway Jim"
"SET 1",Cavern
"SET 1",Reba
"SET 1","Poor Heart"
"SET 1","Split Open and Melt"
"SET 1",Fire
"SET 1","Funky Bitch"
"SET 1","Chalk Dust Torture"
"SET 1","You Enjoy Myself"
"SET 1","My Friend, My Friend"
"SET 1","Punch You in the Eye"
"SET 1","Fast Enough for You"
"SET 1",Guyute
"SET 1",Possum
"SET 1","I Didn't Know"
"SET 1","Harry Hood"
"SET 1",Cavern
"SET 2","Down with Disease"
"SET 2",Maze
"SET 2","Loving Cup"
"SET 2","Makisupa Policeman"
"SET 2","It's Ice"
"SET 2",Julius
"SET 2","Hold Your Head Up"
"SET 2","Purple Rain"
"SET 2","Hold Your Head Up"
"SET 2","Uncle Pen"
"SET 2","Run Like an Antelope"
ENCORE,"Golgi Apparatus"
"SET 1","Divided Sky"
"SET 1","Sample in a Jar"
"SET 1","David Bowie"
"SET 1","Ya Mar"
"SET 1","Funky Bitch"
"SET 1",Julius
"SET 1","Cars Trucks Buses"
"SET 1","Bouncing Around the Room"
"SET 1",Stash
"SET 1","Hello My Baby"
"SET 1","It's Ice"
"SET 1","You Enjoy Myself"
"SET 1","Runaway Jim"
"SET 1",Foam
"SET 1","Sweet Adeline"
"SET 1",Waste
"SET 1","Chalk Dust Torture"
"SET 1","The Squirming Coil"
"SET 1","Golgi Apparatus"
"SET 1","Guelah Papyrus"
"SET 1",Rift
"SET 1",Tweezer
"SET 1","If I Could"
"SET 1","My Mind's Got a Mind of its Own"
"SET 1","Split Open and Melt"
"SET 1","The Horse"
"SET 1","Silent in the Morning"
"SET 1",Taste
"SET 1","Train Song"
"SET 1",Fee
"SET 1","Timber (Jerry The Mule)"
"SET 1","Johnny B. Goode"
"SET 2",Llama
"SET 2","Theme From the Bottom"
"SET 2",Reba
"SET 2","Life on Mars?"
"SET 2",Free
"SET 2","Run Like an Antelope"
"SET 2",Simple
"SET 2","Prince Caspian"
"SET 2","Suzy Greenberg"
ENCORE,"Harry Hood"
"SET 1","Sample in a Jar"
"SET 1","Poor Heart"
"SET 1",Cavern
"SET 1",Maze
"SET 1","Bouncing Around the Room"
"SET 1",Stash
"SET 1","A Day in the Life"
"SET 1","You Enjoy Myself"
"SET 1","AC/DC Bag"
"SET 1",Foam
"SET 1","Theme From the Bottom"
"SET 1",Gumbo
"SET 1","Scent of a Mule"
"SET 1","Down with Disease"
"SET 1","McGrupp and the Watchful Hosemasters"
"SET 1","Hello My Baby"
"SET 2","Also Sprach Zarathustra"
"SET 2","Runaway Jim"
"SET 2","Loving Cup"
"SET 2",Sparkle
"SET 2","Mike's Song"
"SET 2","I Am Hydrogen"
"SET 2","Weekapaug Groove"
"SET 2","Hold Your Head Up"
"SET 2",Bike
"SET 2","Hold Your Head Up"
"SET 2","Slave to the Traffic Light"
ENCORE,"Rocky Top"
"SET 1","Chalk Dust Torture"
"SET 1","Ya Mar"
"SET 1",Julius
"SET 1","You Enjoy Myself"
"SET 1","Golgi Apparatus"
"SET 1","Poor Heart"
"SET 1","Punch You in the Eye"
"SET 1","Sample in a Jar"
"SET 1","It's Ice"
"SET 1","Run Like an Antelope"
"SET 1","Life on Mars?"
"SET 1","Harry Hood"
"SET 1",Cavern
"SET 1","Somewhere Over the Rainbow"
"SET 1","Ya Mar"
"SET 1","Down with Disease"
"SET 1","Guelah Papyrus"
"SET 1","Poor Heart"
"SET 1",Foam
"SET 1","Theme From the Bottom"
"SET 1","Golgi Apparatus"
"SET 1",Tweezer
"SET 1","Hello My Baby"
"SET 1",Possum
"SET 2","Runaway Jim"
"SET 2",Simple
"SET 2",Taste
"SET 2",Free
"SET 2",Fluffhead
"SET 2","Prince Caspian"
"SET 2","The Horse"
"SET 2","Silent in the Morning"
"SET 2","Run Like an Antelope"
ENCORE,"Punch You in the Eye"
"SET 1","Chalk Dust Torture"
"SET 1","Funky Bitch"
"SET 1",Guyute
"SET 1",Fee
"SET 1","Split Open and Melt"
"SET 1","The Mango Song"
"SET 1","The Sloth"
"SET 1",Maze
"SET 1","Loving Cup"
"SET 2","AC/DC Bag"
"SET 2",Reba
"SET 2","Scent of a Mule"
"SET 2","Sample in a Jar"
"SET 2","David Bowie"
"SET 2","Sweet Adeline"
"SET 2","Slave to the Traffic Light"
ENCORE,"Theme from Star Trek"
ENCORE,"Rocky Top"
"SET 1",Wilson
"SET 1","Poor Heart"
"SET 1","Guelah Papyrus"
"SET 1","Divided Sky"
"SET 1","Wolfman's Brother"
"SET 1",Foam
"SET 1","If I Could"
"SET 1",Julius
"SET 1","The Squirming Coil"
"SET 2","Also Sprach Zarathustra"
"SET 2","Down with Disease"
"SET 2","It's Ice"
"SET 2","Halley's Comet"
"SET 2","Somewhere Over the Rainbow"
"SET 2",Waste
"SET 2",Talk
"SET 2","Train Song"
"SET 2","Strange Design"
"SET 2","Amazing Grace"
"SET 2","Mike's Song"
"SET 2","I Am Hydrogen"
"SET 2","Weekapaug Groove"
ENCORE,Cavern
"SET 1","Makisupa Policeman"
"SET 1",Rift
"SET 1","Suzy Greenberg"
"SET 1",Simple
"SET 1","Theme From the Bottom"
"SET 1","The Lizards"
"SET 1","Dinner and a Movie"
"SET 1",Horn
"SET 1","Run Like an Antelope"
"SET 2","The Curtain"
"SET 2",Tweezer
"SET 2","Prince Caspian"
"SET 2","A Day in the Life"
"SET 2","Big Black Furry Creature from Mars"
"SET 2","Hold Your Head Up"
"SET 2","Purple Rain"
"SET 2","Hold Your Head Up"
"SET 2","Harry Hood"
"SET 2","Tweezer Reprise"
ENCORE,"Johnny B. Goode"
"SET 1","Punch You in the Eye"
"SET 1",Sparkle
"SET 1",Stash
"SET 1","Ya Mar"
"SET 1",Gumbo
"SET 1",Taste
"SET 1","Lawn Boy"
"SET 1","Ninety-Nine Years (and One Dark Day)"
"SET 1","Hold to a Dream"
"SET 1","Doin' My Time"
"SET 2","Runaway Jim"
"SET 2","Gypsy Queen"
"SET 2","Runaway Jim"
"SET 2",Free
"SET 2","Colonel Forbin's Ascent"
"SET 2","Fly Famous Mockingbird"
"SET 2",Possum
"SET 2","Life on Mars?"
"SET 2","You Enjoy Myself"
"SET 2","Hello My Baby"
ENCORE,"Bouncing Around the Room"
ENCORE,"Golgi Apparatus"
"SET 1","My Friend, My Friend"
"SET 1","Poor Heart"
"SET 1","AC/DC Bag"
"SET 1",Fee
"SET 1",Reba
"SET 1","I Didn't Know"
"SET 1","The Horse"
"SET 1","Silent in the Morning"
"SET 1",Rift
"SET 1","Bathtub Gin"
"SET 1",Cavern
"SET 2",Wilson
"SET 2","Down with Disease"
"SET 2","Scent of a Mule"
"SET 2",Free
"SET 2",Fluffhead
"SET 2","Hold Your Head Up"
"SET 2","Whipping Post"
"SET 2","Hold Your Head Up"
"SET 2","Harry Hood"
"SET 2","A Day in the Life"
ENCORE,Contact
ENCORE,Fire
"SET 1","Ya Mar"
"SET 1","Split Open and Melt"
"SET 1",Esther
"SET 1","Chalk Dust Torture"
"SET 1",Weigh
"SET 1","It's Ice"
"SET 1","Dog Faced Boy"
"SET 1",Taste
"SET 1","The Oh Kee Pa Ceremony"
"SET 1","Suzy Greenberg"
"SET 2","Timber (Jerry The Mule)"
"SET 2",Sparkle
"SET 2",Simple
"SET 2","Prince Caspian"
"SET 2","McGrupp and the Watchful Hosemasters"
"SET 2","Run Like an Antelope"
"SET 2","Hello My Baby"
"SET 2","Golgi Apparatus"
"SET 2",Possum
ENCORE,"Sample in a Jar"
"SET 1","Divided Sky"
"SET 1",Tube
"SET 1",Tela
"SET 1",Maze
"SET 1","Fast Enough for You"
"SET 1","The Old Home Place"
"SET 1","Punch You in the Eye"
"SET 1",Llama
"SET 1",Glide
"SET 1","Slave to the Traffic Light"
"SET 2","AC/DC Bag"
"SET 2","The Lizards"
"SET 2","Mike's Song"
"SET 2",Lifeboy
"SET 2","Weekapaug Groove"
"SET 2","Somewhere Over the Rainbow"
"SET 2",Waste
"SET 2","Train Song"
"SET 2","Strange Design"
"SET 2","Sweet Adeline"
"SET 2","David Bowie"
ENCORE,"Sleeping Monkey"
ENCORE,"Rocky Top"
"SET 1",Wilson
"SET 1",Jam
"SET 1","Down with Disease"
"SET 1",Fee
"SET 1","Poor Heart"
"SET 1",Reba
"SET 1","The Mango Song"
"SET 1",Gumbo
"SET 1",Stash
"SET 1","Hello My Baby"
"SET 2","Runaway Jim"
"SET 2","You Enjoy Myself"
"SET 2","The Horse"
"SET 2","Silent in the Morning"
"SET 2","Cars Trucks Buses"
"SET 2",Tweezer
"SET 2","Theme From the Bottom"
"SET 2","Hold Your Head Up"
"SET 2","Cracklin' Rosie"
"SET 2","Hold Your Head Up"
"SET 2","Sample in a Jar"
"SET 2","Tweezer Reprise"
ENCORE,Julius
"SET 1",Jam
"SET 1","Hold Your Head Up Jam"
"SET 1",Jam
"SET 1",Jam
"SET 1","Chalk Dust Torture"
"SET 1","Bathtub Gin"
"SET 1","Ya Mar"
"SET 1","AC/DC Bag"
"SET 1",Esther
"SET 1","Divided Sky"
"SET 1","Halley's Comet"
"SET 1","David Bowie"
"SET 2","Split Open and Melt"
"SET 2",Sparkle
"SET 2",Free
"SET 2","The Squirming Coil"
"SET 2",Waste
"SET 2",Talk
"SET 2","Train Song"
"SET 2","Strange Design"
"SET 2","Hello My Baby"
"SET 2","Mike's Song"
"SET 2",Simple
"SET 2",Contact
"SET 2","Weekapaug Groove"
"SET 3","Makisupa Policeman"
"SET 3","Also Sprach Zarathustra"
"SET 3","Down with Disease"
"SET 3",NICU
"SET 3","Life on Mars?"
"SET 3","Harry Hood"
"SET 3",Jam
ENCORE,"Amazing Grace"
"SET 4","Flatbed Truck Jam"
"SET 1","The Old Home Place"
"SET 1","Punch You in the Eye"
"SET 1",Reba
"SET 1","Cars Trucks Buses"
"SET 1","The Lizards"
"SET 1","Sample in a Jar"
"SET 1",Taste
"SET 1",Fee
"SET 1",Maze
"SET 1","Suzy Greenberg"
"SET 2","The Curtain"
"SET 2","Runaway Jim"
"SET 2","It's Ice"
"SET 2",Brother
"SET 2",Fluffhead
"SET 2","Run Like an Antelope"
"SET 2","Golgi Apparatus"
"SET 2","Slave to the Traffic Light"
"SET 3",Wilson
"SET 3",Frankenstein
"SET 3","Scent of a Mule"
"SET 3",Tweezer
"SET 3","A Day in the Life"
"SET 3",Possum
"SET 3","Tweezer Reprise"
ENCORE,Harpua
"SET 1","Cars Trucks Buses"
"SET 1","Down with Disease"
"SET 1",Wilson
"SET 1","Buried Alive"
"SET 1","Poor Heart"
"SET 1","Billy Breathes"
"SET 1",Mound
"SET 1","Sample in a Jar"
"SET 1","It's Ice"
"SET 1","The Horse"
"SET 1","Silent in the Morning"
"SET 1","Character Zero"
"SET 2","Wolfman's Brother"
"SET 2",Taste
"SET 2","Train Song"
"SET 2",Simple
"SET 2","Swept Away"
"SET 2",Steep
"SET 2","Prince Caspian"
"SET 2","Run Like an Antelope"
"SET 2","The Squirming Coil"
"SET 2","Johnny B. Goode"
ENCORE,Waste
"SET 1","Also Sprach Zarathustra"
"SET 1","Funky Bitch"
"SET 1",Sparkle
"SET 1",Tweezer
"SET 1","Theme From the Bottom"
"SET 1",Talk
"SET 1","Punch You in the Eye"
"SET 1","Character Zero"
"SET 1","A Day in the Life"
"SET 1","Tweezer Reprise"
"SET 2","Ya Mar"
"SET 2","Chalk Dust Torture"
"SET 2","Bathtub Gin"
"SET 2","Scent of a Mule"
"SET 2",Free
"SET 2","The Lizards"
"SET 2","The Star Spangled Banner"
"SET 2","David Bowie"
ENCORE,"Golgi Apparatus"
"SET 1","Runaway Jim"
"SET 1","Guelah Papyrus"
"SET 1","The Old Home Place"
"SET 1","Cars Trucks Buses"
"SET 1",Stash
"SET 1","Strange Design"
"SET 1","Divided Sky"
"SET 1","Billy Breathes"
"SET 1",Taste
"SET 1","Sample in a Jar"
"SET 2","Suzy Greenberg"
"SET 2",Maze
"SET 2","You Enjoy Myself"
"SET 2",Reba
"SET 2",Waste
"SET 2","Harry Hood"
ENCORE,Julius
"SET 1","My Friend, My Friend"
"SET 1",Rift
"SET 1",Free
"SET 1",Esther
"SET 1",Llama
"SET 1",Gumbo
"SET 1","Down with Disease"
"SET 1","Prince Caspian"
"SET 1",Frankenstein
"SET 2","AC/DC Bag"
"SET 2",Sparkle
"SET 2","Slave to the Traffic Light"
"SET 2","Bouncing Around the Room"
"SET 2","Split Open and Melt"
"SET 2",Fluffhead
"SET 2","Swept Away"
"SET 2",Steep
"SET 2","Run Like an Antelope"
"SET 2","Hello My Baby"
ENCORE,Fee
ENCORE,"Rocky Top"
"SET 1","The Star Spangled Banner"
"SET 1","Sample in a Jar"
"SET 1","Cars Trucks Buses"
"SET 1","The Sloth"
"SET 1","Divided Sky"
"SET 1","Character Zero"
"SET 1","Ginseng Sullivan"
"SET 1",Stash
"SET 1",Waste
"SET 1",Possum
"SET 2",Wilson
"SET 2","Chalk Dust Torture"
"SET 2","Wolfman's Brother"
"SET 2",Reba
"SET 2","Train Song"
"SET 2",Maze
"SET 2","Life on Mars?"
"SET 2",Simple
"SET 2","The Horse"
"SET 2","Silent in the Morning"
"SET 2","David Bowie"
ENCORE,"Funky Bitch"
"SET 1","The Curtain"
"SET 1","Runaway Jim"
"SET 1","Bouncing Around the Room"
"SET 1","It's Ice"
"SET 1",Talk
"SET 1","Split Open and Melt"
"SET 1",Sparkle
"SET 1",Free
"SET 1","You Enjoy Myself"
"SET 2","Also Sprach Zarathustra"
"SET 2","Down with Disease"
"SET 2",Taste
"SET 2","The Mango Song"
"SET 2","Lawn Boy"
"SET 2","Scent of a Mule"
"SET 2","Mike's Song"
"SET 2","Swept Away"
"SET 2",Steep
"SET 2","Weekapaug Groove"
ENCORE,"All Along the Watchtower"
"SET 1","Punch You in the Eye"
"SET 1","Poor Heart"
"SET 1","AC/DC Bag"
"SET 1",Foam
"SET 1","Hello My Baby"
"SET 1","Character Zero"
"SET 1",Rift
"SET 1","Theme From the Bottom"
"SET 1","Run Like an Antelope"
"SET 2",Brother
"SET 2","Ya Mar"
"SET 2",Tweezer
"SET 2","The Lizards"
"SET 2",Llama
"SET 2","Suzy Greenberg"
"SET 2","Slave to the Traffic Light"
"SET 2",Julius
ENCORE,"Chalk Dust Torture"
"SET 1","Ha Ha Ha"
"SET 1",Taste
"SET 1","Makisupa Policeman"
"SET 1",Maze
"SET 1","Billy Breathes"
"SET 1",Mound
"SET 1","Guelah Papyrus"
"SET 1","I Didn't Know"
"SET 1",Stash
"SET 1","The Squirming Coil"
"SET 2",Tube
"SET 2","Prince Caspian"
"SET 2","Timber (Jerry The Mule)"
"SET 2","The Man Who Stepped Into Yesterday"
"SET 2","Avenu Malkenu"
"SET 2","The Man Who Stepped Into Yesterday"
"SET 2",NICU
"SET 2",Free
"SET 2","Strange Design"
"SET 2","Harry Hood"
"SET 2",Cavern
"SET 2","The Star Spangled Banner"
ENCORE,"Johnny B. Goode"
"SET 1",Julius
"SET 1","Cars Trucks Buses"
"SET 1","Wolfman's Brother"
"SET 1",Reba
"SET 1","Train Song"
"SET 1","Character Zero"
"SET 1","It's Ice"
"SET 1","Theme From the Bottom"
"SET 1","Sample in a Jar"
"SET 2","Down with Disease"
"SET 2","You Enjoy Myself"
"SET 2",Sparkle
"SET 2",Simple
"SET 2","McGrupp and the Watchful Hosemasters"
"SET 2",Waste
"SET 2","Run Like an Antelope"
ENCORE,Fire
"SET 1","Runaway Jim"
"SET 1","Punch You in the Eye"
"SET 1","AC/DC Bag"
"SET 1",Fee
"SET 1","Scent of a Mule"
"SET 1",Catapult
"SET 1","Scent of a Mule"
"SET 1","Split Open and Melt"
"SET 1",Talk
"SET 1",Taste
"SET 1","Suzy Greenberg"
"SET 2","Chalk Dust Torture"
"SET 2","Bathtub Gin"
"SET 2",Rift
"SET 2","Prince Caspian"
"SET 2","Ya Mar"
"SET 2",Tweezer
"SET 2",Fluffhead
"SET 2","Life on Mars?"
"SET 2","Tweezer Reprise"
ENCORE,Possum
ENCORE,Carolina
"SET 1","Chalk Dust Torture"
"SET 1","Guelah Papyrus"
"SET 1","Cars Trucks Buses"
